hour	cf
4138	0.122
4139	0.124
4140	0.135
4141	0.155
4142	0.165
4143	0.17
4144	0.164
4145	0.17
4146	0.196
4147	0.237
4148	0.305
4149	0.353
4150	0.351
4151	0.321
4152	0.325
4153	0.339
4154	0.362
4155	0.364
4156	0.353
4157	0.329
4158	0.28
4159	0.234
4160	0.224
4161	0.181
4162	0.164
4163	0.225
4164	0.323
4165	0.417
4166	0.471
4167	0.507
4168	0.478
4169	0.434
4170	0.395
4171	0.378
4172	0.344
4173	0.316
4174	0.319
4175	0.351
4176	0.394
4177	0.423
4178	0.447
4179	0.407
4180	0.413
4181	0.327
4182	0.232
4183	0.148
4184	0.103
4185	0.072
4186	0.052
4187	0.044
4188	0.043
4189	0.046
4190	0.059
4191	0.087
4192	0.122
4193	0.151
4194	0.163
4195	0.152
4196	0.135
4197	0.163
4198	0.218
4199	0.225
4200	0.207
4201	0.196
4202	0.205
4203	0.223
4204	0.221
4205	0.216
4206	0.167
4207	0.133
4208	0.163
4209	0.178
4210	0.175
4211	0.174
4212	0.177
4213	0.178
4214	0.179
4215	0.181
4216	0.184
4217	0.188
4218	0.198
4219	0.204
4220	0.214
4221	0.258
4222	0.283
4223	0.265
4224	0.248
4225	0.241
4226	0.231
4227	0.217
4228	0.209
4229	0.191
4230	0.142
4231	0.108
4232	0.125
4233	0.151
4234	0.176
4235	0.214
4236	0.235
4237	0.245
4238	0.253
4239	0.269
4240	0.306
4241	0.351
4242	0.386
4243	0.384
4244	0.351
4245	0.327
4246	0.332
4247	0.323
4248	0.322
4249	0.325
4250	0.336
4251	0.352
4252	0.358
4253	0.339
4254	0.278
4255	0.209
4256	0.243
4257	0.294
4258	0.339
4259	0.366
4260	0.383
4261	0.397
4262	0.418
4263	0.443
4264	0.462
4265	0.471
4266	0.466
4267	0.449
4268	0.459
4269	0.447
4270	0.509
4271	0.532
4272	0.534
4273	0.541
4274	0.545
4275	0.54
4276	0.527
4277	0.521
4278	0.488
4279	0.468
4280	0.585
4281	0.597
4282	0.616
4283	0.625
4284	0.627
4285	0.625
4286	0.626
4287	0.627
4288	0.61
4289	0.54
4290	0.435
4291	0.331
4292	0.26
4293	0.24
4294	0.23
4295	0.217
4296	0.198
4297	0.162
4298	0.125
4299	0.094
4300	0.07
4301	0.061
4302	0.059
4303	0.059
4304	0.08
4305	0.092
4306	0.11
4307	0.125
4308	0.138
4309	0.149
4310	0.156
4311	0.17
4312	0.191
4313	0.221
4314	0.214
4315	0.188
4316	0.202
4317	0.254
4318	0.339
4319	0.384
4320	0.424
4321	0.548
4322	0.57
4323	0.563
4324	0.581
4325	0.576
4326	0.548
4327	0.565
4328	0.635
4329	0.664
4330	0.686
4331	0.686
4332	0.697
4333	0.714
4334	0.707
4335	0.709
4336	0.72
4337	0.723
4338	0.704
4339	0.684
4340	0.593
4341	0.561
4342	0.571
4343	0.605
4344	0.622
4345	0.639
4346	0.629
4347	0.602
4348	0.592
4349	0.546
4350	0.517
4351	0.549
4352	0.618
4353	0.618
4354	0.588
4355	0.533
4356	0.471
4357	0.418
4358	0.381
4359	0.339
4360	0.301
4361	0.28
4362	0.278
4363	0.281
4364	0.255
4365	0.243
4366	0.247
4367	0.235
4368	0.238
4369	0.223
4370	0.217
4371	0.203
4372	0.194
4373	0.186
4374	0.153
4375	0.131
4376	0.131
4377	0.114
4378	0.105
4379	0.104
4380	0.105
4381	0.105
4382	0.1
4383	0.095
4384	0.096
4385	0.102
4386	0.112
4387	0.119
4388	0.121
4389	0.131
4390	0.13
4391	0.112
4392	0.092
4393	0.074
4394	0.062
4395	0.054
4396	0.05
4397	0.048
4398	0.041
4399	0.034
4400	0.032
4401	0.03
4402	0.028
4403	0.023
4404	0.018
4405	0.016
4406	0.018
4407	0.024
4408	0.034
4409	0.049
4410	0.069
4411	0.089
4412	0.107
4413	0.135
4414	0.153
4415	0.13
4416	0.096
4417	0.08
4418	0.079
4419	0.086
4420	0.096
4421	0.101
4422	0.088
4423	0.064
4424	0.078
4425	0.105
4426	0.141
4427	0.185
4428	0.235
4429	0.285
4430	0.322
4431	0.335
4432	0.317
4433	0.292
4434	0.268
4435	0.243
4436	0.208
4437	0.194
4438	0.219
4439	0.232
4440	0.241
4441	0.237
4442	0.227
4443	0.209
4444	0.195
4445	0.186
4446	0.157
4447	0.151
4448	0.19
4449	0.235
4450	0.278
4451	0.301
4452	0.317
4453	0.332
4454	0.351
4455	0.367
4456	0.347
4457	0.344
4458	0.376
4459	0.402
4460	0.352
4461	0.32
4462	0.327
4463	0.311
4464	0.253
4465	0.195
4466	0.169
4467	0.157
4468	0.157
4469	0.158
4470	0.137
4471	0.131
4472	0.116
4473	0.094
4474	0.074
4475	0.058
4476	0.046
4477	0.041
4478	0.042
4479	0.053
4480	0.076
4481	0.106
4482	0.133
4483	0.162
4484	0.185
4485	0.214
4486	0.235
4487	0.209
4488	0.176
4489	0.162
4490	0.15
4491	0.142
4492	0.153
4493	0.17
4494	0.155
4495	0.158
4496	0.184
4497	0.162
4498	0.128
4499	0.1
4500	0.083
4501	0.072
4502	0.062
4503	0.056
4504	0.052
4505	0.047
4506	0.046
4507	0.054
4508	0.074
4509	0.114
4510	0.138
4511	0.143
4512	0.149
4513	0.141
4514	0.122
4515	0.129
4516	0.135
4517	0.145
4518	0.142
4519	0.111
4520	0.079
4521	0.071
4522	0.07
4523	0.065
4524	0.063
4525	0.063
4526	0.058
4527	0.049
4528	0.051
4529	0.052
4530	0.054
4531	0.052
4532	0.048
4533	0.054
4534	0.066
4535	0.088
4536	0.114
4537	0.142
4538	0.165
4539	0.179
4540	0.19
4541	0.195
4542	0.176
4543	0.145
4544	0.185
4545	0.206
4546	0.196
4547	0.189
4548	0.187
4549	0.196
4550	0.21
4551	0.225
4552	0.23
4553	0.223
4554	0.21
4555	0.187
4556	0.171
4557	0.195
4558	0.227
4559	0.251
4560	0.269
4561	0.26
4562	0.241
4563	0.243
4564	0.238
4565	0.221
4566	0.189
4567	0.153
4568	0.13
4569	0.139
4570	0.17
4571	0.198
4572	0.215
4573	0.255
4574	0.295
4575	0.327
4576	0.324
4577	0.291
4578	0.269
4579	0.246
4580	0.246
4581	0.321
4582	0.392
4583	0.456
4584	0.425
4585	0.38
4586	0.303
4587	0.268
4588	0.263
4589	0.248
4590	0.211
4591	0.234
4592	0.23
4593	0.198
4594	0.187
4595	0.186
4596	0.186
4597	0.207
4598	0.238
4599	0.268
4600	0.298
4601	0.318
4602	0.319
4603	0.303
4604	0.257
4605	0.283
4606	0.338
4607	0.371
4608	0.333
4609	0.352
4610	0.357
4611	0.352
4612	0.372
4613	0.384
4614	0.373
4615	0.371
4616	0.339
4617	0.329
4618	0.319
4619	0.341
4620	0.357
4621	0.349
4622	0.322
4623	0.311
4624	0.298
4625	0.291
4626	0.295
4627	0.308
4628	0.25
4629	0.214
4630	0.223
4631	0.242
4632	0.246
4633	0.235
4634	0.218
4635	0.227
4636	0.248
4637	0.24
4638	0.193
4639	0.197
4640	0.207
4641	0.198
4642	0.191
4643	0.175
4644	0.163
4645	0.155
4646	0.147
4647	0.141
4648	0.141
4649	0.143
4650	0.144
4651	0.141
4652	0.136
4653	0.143
4654	0.148
4655	0.138
4656	0.129
4657	0.116
4658	0.104
4659	0.089
4660	0.073
4661	0.06
4662	0.052
4663	0.055
4664	0.065
4665	0.069
4666	0.072
4667	0.072
4668	0.068
4669	0.06
4670	0.053
4671	0.049
4672	0.049
4673	0.054
4674	0.064
4675	0.08
4676	0.105
4677	0.15
4678	0.193
4679	0.216
4680	0.225
4681	0.218
4682	0.208
4683	0.199
4684	0.187
4685	0.179
4686	0.153
4687	0.106
4688	0.101
4689	0.092
4690	0.084
4691	0.085
4692	0.094
4693	0.107
4694	0.117
4695	0.115
4696	0.11
4697	0.098
4698	0.082
4699	0.066
4700	0.059
4701	0.059
4702	0.051
4703	0.051
4704	0.064
4705	0.081
4706	0.087
4707	0.089
4708	0.09
4709	0.09
4710	0.088
4711	0.077
4712	0.086
4713	0.104
4714	0.116
4715	0.122
4716	0.127
4717	0.13
4718	0.144
4719	0.171
4720	0.188
4721	0.199
4722	0.21
4723	0.205
4724	0.196
4725	0.189
4726	0.225
4727	0.274
4728	0.298
4729	0.314
4730	0.345
4731	0.374
4732	0.389
4733	0.401
4734	0.428
4735	0.451
4736	0.485
4737	0.608
4738	0.674
4739	0.635
4740	0.537
4741	0.44
4742	0.395
4743	0.39
4744	0.404
4745	0.409
4746	0.367
4747	0.357
4748	0.334
4749	0.35
4750	0.36
4751	0.358
4752	0.382
4753	0.4
4754	0.395
4755	0.38
4756	0.376
4757	0.384
4758	0.32
4759	0.325
4760	0.44
4761	0.481
4762	0.492
4763	0.516
4764	0.539
4765	0.56
4766	0.57
4767	0.559
4768	0.52
4769	0.462
4770	0.389
4771	0.291
4772	0.219
4773	0.193
4774	0.184
4775	0.172
4776	0.155
4777	0.141
4778	0.119
4779	0.097
4780	0.085
4781	0.086
4782	0.096
4783	0.096
4784	0.118
4785	0.169
4786	0.236
4787	0.312
4788	0.368
4789	0.285
4790	0.17
4791	0.126
4792	0.128
4793	0.128
4794	0.131
4795	0.145
4796	0.175
4797	0.212
4798	0.222
4799	0.207
4800	0.295
4801	0.431
4802	0.536
4803	0.651
4804	0.538
4805	0.389
4806	0.28
4807	0.209
4808	0.224
4809	0.248
4810	0.292
4811	0.313
4812	0.306
4813	0.286
4814	0.3
4815	0.345
4816	0.373
4817	0.357
4818	0.318
4819	0.234
4820	0.189
4821	0.197
4822	0.25
4823	0.297
4824	0.32
4825	0.338
4826	0.347
4827	0.339
4828	0.328
4829	0.325
4830	0.31
4831	0.309
4832	0.325
4833	0.368
4834	0.509
4835	0.61
4836	0.664
4837	0.737
4838	0.86
4839	0.849
4840	0.775
4841	0.686
4842	0.641
4843	0.646
4844	0.628
4845	0.548
4846	0.466
4847	0.443
4848	0.529
4849	0.653
4850	0.745
4851	0.788
4852	0.783
4853	0.735
4854	0.732
4855	0.765
4856	0.812
4857	0.84
4858	0.895
4859	0.903
4860	0.897
4861	0.889
4862	0.883
4863	0.877
4864	0.845
4865	0.808
4866	0.762
4867	0.727
4868	0.682
4869	0.657
4870	0.652
4871	0.657
4872	0.677
4873	0.668
4874	0.659
4875	0.619
4876	0.596
4877	0.557
4878	0.509
4879	0.465
4880	0.533
4881	0.631
4882	0.688
4883	0.711
4884	0.699
4885	0.668
4886	0.645
4887	0.626
4888	0.579
4889	0.463
4890	0.345
4891	0.288
4892	0.29
4893	0.306
4894	0.291
4895	0.276
4896	0.274
4897	0.268
4898	0.276
4899	0.32
4900	0.336
4901	0.32
4902	0.286
4903	0.233
4904	0.301
4905	0.363
4906	0.321
4907	0.308
4908	0.345
4909	0.3
4910	0.235
4911	0.211
4912	0.151
4913	0.111
4914	0.102
4915	0.116
4916	0.148
4917	0.223
4918	0.32
4919	0.392
4920	0.402
4921	0.44
4922	0.543
4923	0.613
4924	0.664
4925	0.674
4926	0.719
4927	0.772
4928	0.762
4929	0.772
4930	0.749
4931	0.715
4932	0.729
4933	0.753
4934	0.765
4935	0.765
4936	0.749
4937	0.721
4938	0.711
4939	0.728
4940	0.733
4941	0.724
4942	0.716
4943	0.706
4944	0.696
4945	0.68
4946	0.66
4947	0.642
4948	0.633
4949	0.643
4950	0.63
4951	0.622
4952	0.632
4953	0.618
4954	0.588
4955	0.549
4956	0.513
4957	0.49
4958	0.465
4959	0.439
4960	0.417
4961	0.39
4962	0.344
4963	0.275
4964	0.265
4965	0.272
4966	0.253
4967	0.218
4968	0.183
4969	0.166
4970	0.149
4971	0.127
4972	0.115
4973	0.104
4974	0.087
4975	0.061
4976	0.054
4977	0.061
4978	0.071
4979	0.085
4980	0.094
4981	0.089
4982	0.079
4983	0.076
4984	0.077
4985	0.086
4986	0.105
4987	0.116
4988	0.126
4989	0.144
4990	0.15
4991	0.162
4992	0.18
4993	0.198
4994	0.212
4995	0.222
4996	0.224
4997	0.223
4998	0.216
4999	0.198
5000	0.207
5001	0.21
5002	0.199
5003	0.191
5004	0.199
5005	0.216
5006	0.247
5007	0.28
5008	0.305
5009	0.319
5010	0.312
5011	0.268
5012	0.2
5013	0.205
5014	0.225
5015	0.212
5016	0.196
5017	0.182
5018	0.17
5019	0.157
5020	0.145
5021	0.128
5022	0.107
5023	0.086
5024	0.08
5025	0.085
5026	0.094
5027	0.1
5028	0.098
5029	0.085
5030	0.071
5031	0.06
5032	0.054
5033	0.055
5034	0.06
5035	0.067
5036	0.085
5037	0.111
5038	0.131
5039	0.147
5040	0.151
5041	0.149
5042	0.145
5043	0.141
5044	0.139
5045	0.142
5046	0.143
5047	0.13
5048	0.156
5049	0.185
5050	0.203
5051	0.223
5052	0.241
5053	0.256
5054	0.268
5055	0.284
5056	0.299
5057	0.298
5058	0.28
5059	0.245
5060	0.201
5061	0.196
5062	0.212
5063	0.221
5064	0.226
5065	0.225
5066	0.219
5067	0.21
5068	0.193
5069	0.173
5070	0.152
5071	0.122
5072	0.113
5073	0.104
5074	0.1
5075	0.097
5076	0.096
5077	0.097
5078	0.106
5079	0.124
5080	0.144
5081	0.155
5082	0.158
5083	0.157
5084	0.149
5085	0.146
5086	0.153
5087	0.157
5088	0.155
5089	0.163
5090	0.169
5091	0.164
5092	0.154
5093	0.137
5094	0.115
5095	0.076
5096	0.056
5097	0.041
5098	0.029
5099	0.018
5100	0.01
5101	0.003
5102	0.002
5103	0.002
5104	0.002
5105	0.004
5106	0.014
5107	0.024
5108	0.044
5109	0.071
5110	0.081
5111	0.088
5112	0.111
5113	0.148
5114	0.184
5115	0.209
5116	0.218
5117	0.215
5118	0.195
5119	0.123
5120	0.107
5121	0.115
5122	0.115
5123	0.114
5124	0.113
5125	0.113
5126	0.113
5127	0.118
5128	0.125
5129	0.131
5130	0.141
5131	0.16
5132	0.229
5133	0.304
5134	0.324
5135	0.28
5136	0.268
5137	0.27
5138	0.258
5139	0.254
5140	0.237
5141	0.23
5142	0.234
5143	0.209
5144	0.208
5145	0.219
5146	0.242
5147	0.278
5148	0.342
5149	0.398
5150	0.44
5151	0.45
5152	0.421
5153	0.407
5154	0.43
5155	0.463
5156	0.465
5157	0.457
5158	0.425
5159	0.414
5160	0.412
5161	0.354
5162	0.308
5163	0.286
5164	0.26
5165	0.252
5166	0.245
5167	0.202
5168	0.226
5169	0.255
5170	0.286
5171	0.313
5172	0.342
5173	0.376
5174	0.38
5175	0.362
5176	0.357
5177	0.321
5178	0.239
5179	0.187
5180	0.195
5181	0.205
5182	0.207
5183	0.228
5184	0.248
5185	0.22
5186	0.214
5187	0.209
5188	0.225
5189	0.252
5190	0.277
5191	0.289
5192	0.391
5193	0.443
5194	0.482
5195	0.515
5196	0.552
5197	0.593
5198	0.623
5199	0.633
5200	0.578
5201	0.502
5202	0.435
5203	0.448
5204	0.48
5205	0.475
5206	0.453
5207	0.43
5208	0.37
5209	0.354
5210	0.377
5211	0.35
5212	0.305
5213	0.278
5214	0.257
5215	0.241
5216	0.261
5217	0.283
5218	0.276
5219	0.26
5220	0.247
5221	0.262
5222	0.302
5223	0.336
5224	0.332
5225	0.299
5226	0.24
5227	0.184
5228	0.154
5229	0.157
5230	0.162
5231	0.153
5232	0.138
5233	0.132
5234	0.133
5235	0.14
5236	0.143
5237	0.144
5238	0.139
5239	0.106
5240	0.093
5241	0.092
5242	0.102
5243	0.116
5244	0.134
5245	0.152
5246	0.17
5247	0.185
5248	0.187
5249	0.178
5250	0.158
5251	0.133
5252	0.124
5253	0.125
5254	0.112
5255	0.088
5256	0.066
5257	0.048
5258	0.037
5259	0.029
5260	0.021
5261	0.014
5262	0.009
5263	0.006
5264	0.009
5265	0.016
5266	0.021
5267	0.023
5268	0.029
5269	0.036
5270	0.05
5271	0.079
5272	0.122
5273	0.167
5274	0.225
5275	0.301
5276	0.367
5277	0.395
5278	0.431
5279	0.524
5280	0.71
5281	0.836
5282	0.913
5283	0.923
5284	0.915
5285	0.793
5286	0.635
5287	0.413
5288	0.297
5289	0.276
5290	0.295
5291	0.336
5292	0.383
5293	0.447
5294	0.49
5295	0.469
5296	0.437
5297	0.379
5298	0.295
5299	0.28
5300	0.278
5301	0.25
5302	0.221
5303	0.168
5304	0.106
5305	0.051
5306	0.05
5307	0.072
5308	0.091
5309	0.111
5310	0.132
5311	0.128
5312	0.132
5313	0.142
5314	0.157
5315	0.178
5316	0.203
5317	0.226
5318	0.24
5319	0.256
5320	0.296
5321	0.348
5322	0.38
5323	0.411
5324	0.447
5325	0.495
5326	0.52
5327	0.55
5328	0.533
5329	0.509
5330	0.484
5331	0.444
5332	0.416
5333	0.4
5334	0.385
5335	0.338
5336	0.357
5337	0.413
5338	0.472
5339	0.471
5340	0.453
5341	0.438
5342	0.43
5343	0.431
5344	0.419
5345	0.396
5346	0.354
5347	0.289
5348	0.235
5349	0.207
5350	0.186
5351	0.172
5352	0.164
5353	0.163
5354	0.166
5355	0.168
5356	0.171
5357	0.177
5358	0.185
5359	0.162
5360	0.149
5361	0.171
5362	0.17
5363	0.17
5364	0.175
5365	0.191
5366	0.214
5367	0.239
5368	0.254
5369	0.254
5370	0.244
5371	0.198
5372	0.175
5373	0.192
5374	0.212
5375	0.226
5376	0.231
5377	0.228
5378	0.217
5379	0.202
5380	0.176
5381	0.149
5382	0.123
5383	0.097
5384	0.078
5385	0.065
5386	0.069
5387	0.095
5388	0.103
5389	0.1
5390	0.089
5391	0.075
5392	0.06
5393	0.042
5394	0.029
5395	0.026
5396	0.041
5397	0.086
5398	0.147
5399	0.191
5400	0.215
5401	0.221
5402	0.222
5403	0.226
5404	0.223
5405	0.222
5406	0.226
5407	0.178
5408	0.129
5409	0.111
5410	0.095
5411	0.095
5412	0.135
5413	0.241
5414	0.404
5415	0.603
5416	0.721
5417	0.724
5418	0.662
5419	0.556
5420	0.553
5421	0.575
5422	0.603
5423	0.627
5424	0.638
5425	0.668
5426	0.688
5427	0.689
5428	0.649
5429	0.59
5430	0.527
5431	0.406
5432	0.4
5433	0.37
5434	0.276
5435	0.222
5436	0.207
5437	0.276
5438	0.358
5439	0.431
5440	0.456
5441	0.452
5442	0.38
5443	0.383
5444	0.437
5445	0.465
5446	0.478
5447	0.502
5448	0.61
5449	0.657
5450	0.694
5451	0.737
5452	0.843
5453	0.897
5454	0.866
5455	0.74
5456	0.617
5457	0.656
5458	0.749
5459	0.749
5460	0.745
5461	0.726
5462	0.729
5463	0.739
5464	0.731
5465	0.686
5466	0.608
5467	0.56
5468	0.569
5469	0.571
5470	0.555
5471	0.542
5472	0.547
5473	0.573
5474	0.524
5475	0.487
5476	0.464
5477	0.452
5478	0.45
5479	0.446
5480	0.544
5481	0.689
5482	0.776
5483	0.82
5484	0.839
5485	0.854
5486	0.865
5487	0.874
5488	0.881
5489	0.87
5490	0.847
5491	0.818
5492	0.8
5493	0.793
5494	0.78
5495	0.766
5496	0.756
5497	0.748
5498	0.714
5499	0.685
5500	0.663
5501	0.662
5502	0.647
5503	0.593
5504	0.548
5505	0.575
5506	0.589
5507	0.563
5508	0.548
5509	0.524
5510	0.504
5511	0.487
5512	0.481
5513	0.495
5514	0.512
5515	0.481
5516	0.502
5517	0.487
5518	0.493
5519	0.519
5520	0.49
5521	0.462
5522	0.42
5523	0.402
5524	0.396
5525	0.398
5526	0.391
5527	0.357
5528	0.341
5529	0.425
5530	0.529
5531	0.57
5532	0.597
5533	0.622
5534	0.642
5535	0.649
5536	0.633
5537	0.597
5538	0.505
5539	0.453
5540	0.459
5541	0.452
5542	0.45
5543	0.436
5544	0.411
5545	0.395
5546	0.368
5547	0.336
5548	0.297
5549	0.249
5550	0.211
5551	0.185
5552	0.143
5553	0.17
5554	0.205
5555	0.214
5556	0.223
5557	0.227
5558	0.241
5559	0.291
5560	0.336
5561	0.331
5562	0.26
5563	0.198
5564	0.192
5565	0.225
5566	0.272
5567	0.304
5568	0.31
5569	0.325
5570	0.347
5571	0.395
5572	0.435
5573	0.468
5574	0.504
5575	0.521
5576	0.563
5577	0.689
5578	0.816
5579	0.89
5580	0.909
5581	0.913
5582	0.889
5583	0.815
5584	0.642
5585	0.478
5586	0.345
5587	0.28
5588	0.259
5589	0.268
5590	0.286
5591	0.325
5592	0.371
5593	0.414
5594	0.444
5595	0.457
5596	0.476
5597	0.444
5598	0.415
5599	0.345
5600	0.407
5601	0.462
5602	0.628
5603	0.723
5604	0.759
5605	0.738
5606	0.725
5607	0.749
5608	0.752
5609	0.711
5610	0.642
5611	0.596
5612	0.578
5613	0.509
5614	0.47
5615	0.487
5616	0.489
5617	0.476
5618	0.475
5619	0.484
5620	0.484
5621	0.49
5622	0.526
5623	0.484
5624	0.464
5625	0.574
5626	0.595
5627	0.597
5628	0.603
5629	0.594
5630	0.599
5631	0.607
5632	0.604
5633	0.546
5634	0.475
5635	0.413
5636	0.411
5637	0.433
5638	0.441
5639	0.44
5640	0.422
5641	0.385
5642	0.362
5643	0.334
5644	0.315
5645	0.298
5646	0.3
5647	0.281
5648	0.216
5649	0.212
5650	0.201
5651	0.18
5652	0.135
5653	0.127
5654	0.112
5655	0.089
5656	0.06
5657	0.034
5658	0.02
5659	0.021
5660	0.041
5661	0.06
5662	0.072
5663	0.073
5664	0.081
5665	0.096
5666	0.111
5667	0.102
5668	0.095
5669	0.097
5670	0.129
5671	0.16
5672	0.13
5673	0.09
5674	0.06
5675	0.062
5676	0.082
5677	0.101
5678	0.116
5679	0.131
5680	0.145
5681	0.133
5682	0.101
5683	0.08
5684	0.071
5685	0.076
5686	0.103
5687	0.136
5688	0.153
5689	0.159
5690	0.191
5691	0.244
5692	0.298
5693	0.331
5694	0.357
5695	0.316
5696	0.297
5697	0.356
5698	0.357
5699	0.346
5700	0.33
5701	0.319
5702	0.32
5703	0.321
5704	0.301
5705	0.235
5706	0.17
5707	0.155
5708	0.178
5709	0.194
5710	0.21
5711	0.235
5712	0.235
5713	0.215
5714	0.221
5715	0.243
5716	0.259
5717	0.268
5718	0.264
5719	0.243
5720	0.214
5721	0.212
5722	0.235
5723	0.258
5724	0.278
5725	0.289
5726	0.299
5727	0.298
5728	0.297
5729	0.274
5730	0.299
5731	0.36
5732	0.371
5733	0.399
5734	0.407
5735	0.407
5736	0.388
5737	0.354
5738	0.241
5739	0.227
5740	0.369
5741	0.478
5742	0.481
5743	0.365
5744	0.246
5745	0.284
5746	0.291
5747	0.291
5748	0.289
5749	0.289
5750	0.305
5751	0.344
5752	0.38
5753	0.355
5754	0.325
5755	0.344
5756	0.37
5757	0.373
5758	0.337
5759	0.327
5760	0.324
5761	0.325
5762	0.345
5763	0.395
5764	0.462
5765	0.515
5766	0.555
5767	0.638
5768	0.716
5769	0.762
5770	0.79
5771	0.845
5772	0.848
5773	0.832
5774	0.804
5775	0.768
5776	0.738
5777	0.752
5778	0.754
5779	0.763
5780	0.785
5781	0.752
5782	0.681
5783	0.672
5784	0.679
5785	0.702
5786	0.741
5787	0.788
5788	0.81
5789	0.843
5790	0.871
5791	0.866
5792	0.848
5793	0.845
5794	0.845
5795	0.83
5796	0.772
5797	0.758
5798	0.658
5799	0.538
5800	0.413
5801	0.286
5802	0.191
5803	0.169
5804	0.236
5805	0.356
5806	0.567
5807	0.834
5808	0.783
5809	0.677
5810	0.451
5811	0.221
5812	0.323
5813	0.492
5814	0.507
5815	0.395
5816	0.411
5817	0.451
5818	0.536
5819	0.608
5820	0.627
5821	0.621
5822	0.624
5823	0.623
5824	0.603
5825	0.571
5826	0.509
5827	0.444
5828	0.411
5829	0.401
5830	0.413
5831	0.435
5832	0.44
5833	0.462
5834	0.494
5835	0.515
5836	0.522
5837	0.516
5838	0.498
5839	0.463
5840	0.378
5841	0.425
5842	0.468
5843	0.431
5844	0.398
5845	0.362
5846	0.333
5847	0.317
5848	0.326
5849	0.302
5850	0.268
5851	0.268
5852	0.298
5853	0.305
5854	0.294
5855	0.295
5856	0.308
5857	0.333
5858	0.353
5859	0.365
5860	0.346
5861	0.357
5862	0.39
5863	0.414
5864	0.43
5865	0.548
5866	0.635
5867	0.687
5868	0.745
5869	0.792
5870	0.8
5871	0.776
5872	0.719
5873	0.675
5874	0.641
5875	0.629
5876	0.594
5877	0.561
5878	0.507
5879	0.471
5880	0.414
5881	0.386
5882	0.376
5883	0.362
5884	0.429
5885	0.404
5886	0.398
5887	0.389
5888	0.345
5889	0.334
5890	0.414
5891	0.536
5892	0.584
5893	0.597
5894	0.584
5895	0.553
5896	0.49
5897	0.412
5898	0.36
5899	0.389
5900	0.473
5901	0.497
5902	0.469
5903	0.495
5904	0.517
5905	0.513
5906	0.49
5907	0.552
5908	0.584
5909	0.647
5910	0.721
5911	0.815
5912	0.865
5913	0.92
5914	0.943
5915	0.953
5916	0.951
5917	0.958
5918	0.957
5919	0.947
5920	0.938
5921	0.92
5922	0.889
5923	0.853
5924	0.804
5925	0.732
5926	0.656
5927	0.622
5928	0.553
5929	0.45
5930	0.431
5931	0.437
5932	0.447
5933	0.456
5934	0.425
5935	0.368
5936	0.308
5937	0.359
5938	0.478
5939	0.52
5940	0.524
5941	0.556
5942	0.613
5943	0.659
5944	0.689
5945	0.723
5946	0.685
5947	0.624
5948	0.628
5949	0.681
5950	0.751
5951	0.867
5952	0.877
5953	0.874
5954	0.838
5955	0.77
5956	0.689
5957	0.656
5958	0.604
5959	0.578
5960	0.573
5961	0.563
5962	0.564
5963	0.619
5964	0.637
5965	0.636
5966	0.622
5967	0.59
5968	0.556
5969	0.493
5970	0.411
5971	0.395
5972	0.421
5973	0.394
5974	0.38
5975	0.372
5976	0.355
5977	0.34
5978	0.328
5979	0.311
5980	0.286
5981	0.251
5982	0.216
5983	0.177
5984	0.122
5985	0.101
5986	0.087
5987	0.077
5988	0.075
5989	0.076
5990	0.076
5991	0.073
5992	0.069
5993	0.068
5994	0.067
5995	0.071
5996	0.062
5997	0.041
5998	0.028
5999	0.019
6000	0.013
6001	0.032
6002	0.073
6003	0.119
6004	0.149
6005	0.162
6006	0.174
6007	0.174
6008	0.155
6009	0.139
6010	0.161
6011	0.191
6012	0.209
6013	0.221
6014	0.232
6015	0.235
6016	0.232
6017	0.217
6018	0.225
6019	0.242
6020	0.257
6021	0.277
6022	0.237
6023	0.219
6024	0.23
6025	0.205
6026	0.138
6027	0.137
6028	0.266
6029	0.409
6030	0.572
6031	0.568
6032	0.536
6033	0.61
6034	0.638
6035	0.61
6036	0.574
6037	0.54
6038	0.517
6039	0.493
6040	0.477
6041	0.434
6042	0.364
6043	0.362
6044	0.335
6045	0.289
6046	0.26
6047	0.235
6048	0.213
6049	0.198
6050	0.187
6051	0.18
6052	0.157
6053	0.119
6054	0.103
6055	0.126
6056	0.128
6057	0.14
6058	0.238
6059	0.365
6060	0.466
6061	0.52
6062	0.581
6063	0.671
6064	0.706
6065	0.745
6066	0.797
6067	0.827
6068	0.842
6069	0.841
6070	0.841
6071	0.85
6072	0.879
6073	0.874
6074	0.842
6075	0.812
6076	0.756
6077	0.71
6078	0.654
6079	0.637
6080	0.629
6081	0.607
6082	0.599
6083	0.657
6084	0.739
6085	0.751
6086	0.702
6087	0.624
6088	0.551
6089	0.465
6090	0.363
6091	0.348
6092	0.347
6093	0.35
6094	0.339
6095	0.348
6096	0.329
6097	0.341
6098	0.32
6099	0.301
6100	0.258
6101	0.249
6102	0.237
6103	0.274
6104	0.32
6105	0.357
6106	0.383
6107	0.475
6108	0.631
6109	0.593
6110	0.516
6111	0.485
6112	0.469
6113	0.404
6114	0.327
6115	0.312
6116	0.332
6117	0.35
6118	0.358
6119	0.341
6120	0.343
6121	0.32
6122	0.309
6123	0.286
6124	0.251
6125	0.22
6126	0.185
6127	0.169
6128	0.145
6129	0.101
6130	0.088
6131	0.113
6132	0.113
6133	0.104
6134	0.1
6135	0.093
6136	0.072
