hour	cf
8136	0.68
8137	0.66
8138	0.694
8139	0.712
8140	0.69
8141	0.67
8142	0.684
8143	0.719
8144	0.676
8145	0.661
8146	0.668
8147	0.684
8148	0.649
8149	0.683
8150	0.657
8151	0.653
8152	0.693
8153	0.691
8154	0.645
8155	0.603
8156	0.581
8157	0.565
8158	0.529
8159	0.49
8160	0.481
8161	0.435
8162	0.418
8163	0.444
8164	0.4
8165	0.357
8166	0.35
8167	0.354
8168	0.392
8169	0.494
8170	0.575
8171	0.649
8172	0.738
8173	0.752
8174	0.786
8175	0.809
8176	0.835
8177	0.868
8178	0.91
8179	0.946
8180	0.946
8181	0.953
8182	0.957
8183	0.975
8184	0.971
8185	0.964
8186	0.943
8187	0.91
8188	0.9
8189	0.909
8190	0.914
8191	0.924
8192	0.938
8193	0.946
8194	0.95
8195	0.961
8196	0.973
8197	0.979
8198	0.977
8199	0.966
8200	0.939
8201	0.886
8202	0.786
8203	0.863
8204	0.935
8205	0.967
8206	0.983
8207	0.988
8208	0.988
8209	0.979
8210	0.954
8211	0.909
8212	0.822
8213	0.766
8214	0.747
8215	0.646
8216	0.524
8217	0.466
8218	0.382
8219	0.28
8220	0.188
8221	0.132
8222	0.111
8223	0.153
8224	0.262
8225	0.338
8226	0.314
8227	0.297
8228	0.381
8229	0.476
8230	0.554
8231	0.669
8232	0.813
8233	0.886
8234	0.926
8235	0.948
8236	0.933
8237	0.922
8238	0.942
8239	0.96
8240	0.983
8241	0.988
8242	0.981
8243	0.959
8244	0.946
8245	0.887
8246	0.731
8247	0.752
8248	0.772
8249	0.804
8250	0.83
8251	0.881
8252	0.878
8253	0.853
8254	0.818
8255	0.769
8256	0.752
8257	0.719
8258	0.719
8259	0.694
8260	0.644
8261	0.536
8262	0.428
8263	0.284
8264	0.305
8265	0.38
8266	0.42
8267	0.462
8268	0.492
8269	0.52
8270	0.554
8271	0.568
8272	0.584
8273	0.545
8274	0.493
8275	0.437
8276	0.407
8277	0.377
8278	0.357
8279	0.341
8280	0.326
8281	0.316
8282	0.292
8283	0.303
8284	0.328
8285	0.35
8286	0.311
8287	0.215
8288	0.145
8289	0.112
8290	0.111
8291	0.147
8292	0.203
8293	0.247
8294	0.262
8295	0.307
8296	0.267
8297	0.248
8298	0.321
8299	0.506
8300	0.646
8301	0.694
8302	0.772
8303	0.847
8304	0.872
8305	0.898
8306	0.916
8307	0.932
8308	0.948
8309	0.956
8310	0.954
8311	0.939
8312	0.917
8313	0.901
8314	0.871
8315	0.831
8316	0.806
8317	0.781
8318	0.76
8319	0.731
8320	0.695
8321	0.656
8322	0.616
8323	0.621
8324	0.64
8325	0.634
8326	0.649
8327	0.707
8328	0.74
8329	0.808
8330	0.861
8331	0.863
8332	0.849
8333	0.864
8334	0.897
8335	0.893
8336	0.86
8337	0.818
8338	0.808
8339	0.856
8340	0.909
8341	0.906
8342	0.871
8343	0.798
8344	0.688
8345	0.578
8346	0.395
8347	0.326
8348	0.321
8349	0.385
8350	0.466
8351	0.52
8352	0.478
8353	0.404
8354	0.367
8355	0.316
8356	0.304
8357	0.359
8358	0.38
8359	0.367
8360	0.345
8361	0.302
8362	0.257
8363	0.189
8364	0.126
8365	0.102
8366	0.111
8367	0.127
8368	0.138
8369	0.141
8370	0.122
8371	0.092
8372	0.062
8373	0.031
8374	0.033
8375	0.07
8376	0.113
8377	0.139
8378	0.197
8379	0.308
8380	0.459
8381	0.553
8382	0.584
8383	0.565
8384	0.601
8385	0.607
8386	0.633
8387	0.595
8388	0.563
8389	0.536
8390	0.516
8391	0.512
8392	0.502
8393	0.496
8394	0.462
8395	0.471
8396	0.435
8397	0.459
8398	0.464
8399	0.438
8400	0.396
8401	0.336
8402	0.297
8403	0.303
8404	0.31
8405	0.297
8406	0.263
8407	0.221
8408	0.172
8409	0.127
8410	0.091
8411	0.077
8412	0.083
8413	0.096
8414	0.098
8415	0.095
8416	0.086
8417	0.088
8418	0.11
8419	0.114
8420	0.115
8421	0.133
8422	0.149
8423	0.158
8424	0.185
8425	0.214
8426	0.238
8427	0.283
8428	0.332
8429	0.369
8430	0.404
8431	0.469
8432	0.605
8433	0.696
8434	0.76
8435	0.843
8436	0.913
8437	0.906
8438	0.873
8439	0.885
8440	0.959
8441	0.986
8442	0.987
8443	0.978
8444	0.965
8445	0.953
8446	0.95
8447	0.955
8448	0.956
8449	0.953
8450	0.952
8451	0.933
8452	0.903
8453	0.876
8454	0.82
8455	0.663
8456	0.508
8457	0.469
8458	0.392
8459	0.376
8460	0.314
8461	0.235
8462	0.222
8463	0.265
8464	0.288
8465	0.268
8466	0.219
8467	0.141
8468	0.078
8469	0.042
8470	0.021
8471	0.011
8472	0.039
8473	0.097
8474	0.155
8475	0.219
8476	0.258
8477	0.268
8478	0.252
8479	0.225
8480	0.209
8481	0.226
8482	0.23
8483	0.214
8484	0.195
8485	0.179
8486	0.143
8487	0.127
8488	0.118
8489	0.119
8490	0.123
8491	0.113
8492	0.099
8493	0.09
8494	0.078
8495	0.075
8496	0.076
8497	0.075
8498	0.073
8499	0.071
8500	0.071
8501	0.07
8502	0.068
8503	0.074
8504	0.08
8505	0.09
8506	0.1
8507	0.087
8508	0.063
8509	0.044
8510	0.033
8511	0.028
8512	0.021
8513	0.015
8514	0.01
8515	0.009
8516	0.018
8517	0.035
8518	0.058
8519	0.082
8520	0.11
8521	0.148
8522	0.195
8523	0.223
8524	0.235
8525	0.235
8526	0.261
8527	0.244
8528	0.289
8529	0.303
8530	0.291
8531	0.268
8532	0.252
8533	0.271
8534	0.297
8535	0.36
8536	0.423
8537	0.426
8538	0.453
8539	0.471
8540	0.471
8541	0.508
8542	0.59
8543	0.655
8544	0.655
8545	0.641
8546	0.663
8547	0.681
8548	0.694
8549	0.717
8550	0.717
8551	0.704
8552	0.699
8553	0.707
8554	0.712
8555	0.673
8556	0.631
8557	0.59
8558	0.514
8559	0.425
8560	0.345
8561	0.313
8562	0.28
8563	0.26
8564	0.225
8565	0.173
8566	0.132
8567	0.1
8568	0.104
8569	0.105
8570	0.104
8571	0.127
8572	0.139
8573	0.124
8574	0.085
8575	0.045
8576	0.028
8577	0.082
8578	0.151
8579	0.208
8580	0.245
8581	0.268
8582	0.308
8583	0.4
8584	0.486
8585	0.548
8586	0.57
8587	0.532
8588	0.503
8589	0.496
8590	0.515
8591	0.533
8592	0.524
8593	0.52
8594	0.506
8595	0.469
8596	0.401
8597	0.307
8598	0.209
8599	0.124
8600	0.067
8601	0.03
8602	0.007
8603	0.007
8604	0.032
8605	0.071
8606	0.124
8607	0.207
8608	0.313
8609	0.405
8610	0.558
8611	0.633
8612	0.667
8613	0.671
8614	0.694
8615	0.694
8616	0.723
8617	0.762
8618	0.832
8619	0.886
8620	0.934
8621	0.954
8622	0.951
8623	0.924
8624	0.862
8625	0.736
8626	0.567
8627	0.508
8628	0.447
8629	0.381
8630	0.299
8631	0.278
8632	0.293
8633	0.266
8634	0.237
8635	0.215
8636	0.191
8637	0.151
8638	0.195
8639	0.291
8640	0.353
8641	0.383
8642	0.44
8643	0.504
8644	0.581
8645	0.577
8646	0.567
8647	0.539
8648	0.56
8649	0.578
8650	0.613
8651	0.674
8652	0.676
8653	0.685
8654	0.665
8655	0.644
8656	0.618
8657	0.598
8658	0.548
8659	0.556
8660	0.537
8661	0.551
8662	0.594
8663	0.6
8664	0.629
8665	0.652
8666	0.677
8667	0.712
8668	0.714
8669	0.705
8670	0.738
8671	0.763
8672	0.766
8673	0.798
8674	0.806
8675	0.8
8676	0.803
8677	0.775
8678	0.749
8679	0.751
8680	0.735
8681	0.731
8682	0.733
8683	0.821
8684	0.814
8685	0.789
8686	0.801
8687	0.837
8688	0.848
8689	0.839
8690	0.821
8691	0.818
8692	0.818
8693	0.806
8694	0.787
8695	0.782
8696	0.775
8697	0.769
8698	0.766
8699	0.762
8700	0.753
8701	0.742
8702	0.736
8703	0.731
8704	0.714
8705	0.695
8706	0.659
8707	0.587
8708	0.524
8709	0.483
8710	0.465
8711	0.442
8712	0.45
8713	0.365
8714	0.311
8715	0.286
8716	0.266
8717	0.283
8718	0.293
8719	0.334
8720	0.296
8721	0.253
8722	0.196
8723	0.157
8724	0.146
8725	0.159
8726	0.183
8727	0.226
8728	0.212
8729	0.218
8730	0.218
8731	0.223
8732	0.221
8733	0.228
8734	0.25
8735	0.263
8736	0.252
8737	0.228
8738	0.202
8739	0.187
8740	0.183
8741	0.2
8742	0.246
8743	0.294
8744	0.319
8745	0.316
8746	0.27
8747	0.226
8748	0.175
8749	0.11
8750	0.064
8751	0.048
8752	0.085
8753	0.158
8754	0.221
8755	0.249
8756	0.258
8757	0.247
8758	0.231
8759	0.212
8760	0.195
